rest_path_length,rest_settling_time,rest_drift_total,rest_final_offset,participant,level,trial_in_level,level_target_deg,held_angle_deg
0.062340808550829525,0.4998999999999998,0.028636087295953985,0.0435837125541182,P09,1,1,0.0,0.0
0.10276428984047255,0.4887999999999999,0.060115619174932584,0.03826133818882972,P09,1,2,0.0,0.0
0.07072552175514102,0.4996999999999998,0.0378166802708154,0.025759658382828003,P09,1,3,0.0,0.0
0.07428176250221018,0.4889000000000001,0.029619570387191443,0.04221954523677393,P09,1,4,0.0,0.0
0.11257464101209194,0.5,0.06540476866742718,0.024063665556186588,P09,1,5,0.0,0.0
0.0023242640687128955,0.19989999999999997,0.001441421356237337,0.024573359558676573,P09,2,1,8.0,1.6
0.17501526838976092,0.5221,0.09052531782284311,0.056325660226933895,P09,2,2,8.0,3.2
0.05323674217727271,0.4998,0.01839258862683072,0.0539840717249079,P09,2,3,8.0,4.800000000000001
0.07706364852196294,0.4887999999999999,0.034444738456474285,0.027416783181110082,P09,2,4,8.0,6.4
0.21113782525446312,0.5443000000000002,0.12015844879917566,0.036344600699416134,P09,2,5,8.0,8.0
0.0020656854249492063,0.1997,0.0016656854249491966,0.0364012362427432,P09,3,1,16.0,9.6
0.09974824950166393,0.48880000000000035,0.04957890998956481,0.04167073313489936,P09,3,2,16.0,11.2
0.1409444081767474,0.4998999999999998,0.047579022907224426,0.06265947653787095,P09,3,3,16.0,12.8
0.25212290820484884,0.49990000000000023,0.12123030128509713,0.05001199856034551,P09,3,4,16.0,14.4
0.06042268775309259,0.4998,0.0280415459176188,0.03357379930838929,P09,3,5,16.0,16.0
0.27096964482160657,0.1897000000000002,0.14092808914764968,0.01800805375380697,P09,4,1,24.0,17.6
0.13937352632008715,0.4998,0.061786399865501336,0.026236043909095754,P09,4,2,24.0,19.2
0.07767795850896307,0.4998999999999998,0.038444394807408674,0.018515128949051374,P09,4,3,24.0,20.8
0.23872973454767046,0.49970000000000026,0.12096231133994037,0.020740781084616845,P09,4,4,24.0,22.4
0.2371105409385915,0.49990000000000023,0.11794561418542265,0.020480478510034893,P09,4,5,24.0,24.0
0.24728604971361337,0.4887999999999999,0.07784196341330137,0.03981519810323691,P09,5,1,32.0,25.6
0.0010999999999999344,0.19979999999999976,0.0010000000000000009,0.03785287307457652,P09,5,2,32.0,27.2
0.05323184713775112,0.4891000000000001,0.027197719523870297,0.02724591712532357,P09,5,3,32.0,28.8
0.1215841312485245,0.48889999999999967,0.07248674650680273,0.019378596440403045,P09,5,4,32.0,30.4
0.12470867615504849,0.48919999999999986,0.08667450595090824,0.019313207915827975,P09,5,5,32.0,32.0
0.16524083635491346,0.49880000000000013,0.08955281025733598,0.030236732627716256,P09,6,1,40.0,33.6
0.1363062398162393,0.4996999999999998,0.09191028490635146,0.015005332385522163,P09,6,2,40.0,35.2
0.06270006001504086,0.5,0.030519696876050165,0.011624973118248505,P09,6,3,40.0,36.8
0.1365870190818924,0.49990000000000023,0.07185804067804105,0.012899612397277726,P09,6,4,40.0,38.4
0.011092574041083552,0.34430000000000005,0.003072134935173831,0.011957006314291222,P09,6,5,40.0,40.0
0.22023400843876562,0.4996999999999998,0.1113608506587585,0.013209844813622917,P09,7,1,48.0,41.6
0.0670054413811882,0.4998,0.017796554635938183,0.009217917335276991,P09,7,2,48.0,43.2
0.20808273455127307,0.6776,0.13935660290219712,0.014442298985964821,P09,7,3,48.0,44.8
0.04525084620369293,0.49990000000000023,0.022506862604885942,0.0010049875621120916,P09,7,4,48.0,46.4
0.14593658142518942,0.49990000000000023,0.0805441602006009,0.03558665480204624,P09,7,5,48.0,48.0
0.0022071067811863933,0.18880000000000008,0.0016828427124745897,0.033291590529741885,P09,8,1,56.0,49.6
0.08064900022417451,0.4887999999999999,0.044325917823331576,0.02848227519001951,P09,8,2,56.0,51.2
0.5103997138510996,1.0107000000000004,0.33789055852206623,0.008215229759416354,P09,8,3,56.0,52.8
0.06475659450467,0.4889000000000001,0.034738038955619895,0.02404100663449849,P09,8,4,56.0,54.4
0.24910007624040165,0.4998,0.11130821729474624,0.02183437656540714,P09,8,5,56.0,56.0
0.17075829890002675,0.4887999999999999,0.07989084729537911,0.020364675298172583,P09,9,1,64.0,57.6
0.10333922582664398,0.4998,0.04582708755328955,0.032638627422120564,P09,9,2,64.0,59.2
0.15926744830513148,0.49990000000000023,0.07585883597740647,0.024100207467986644,P09,9,3,64.0,60.8
0.13909727502814864,0.4886999999999997,0.06290112555199814,0.02618186395198019,P09,9,4,64.0,62.4
0.25823269965432794,0.6553,0.1424830620908798,0.041891884655622734,P09,9,5,64.0,64.0
0.33973413102137356,0.7553000000000001,0.2246210558580578,0.028846143589741767,P09,10,1,72.0,65.6
0.15979591287419642,0.49990000000000023,0.0941919246359329,0.02674415824063266,P09,10,2,72.0,67.2
0.092072269913452,0.48900000000000077,0.029319806559238534,0.018220043907740707,P09,10,3,72.0,68.8
0.17861613147476402,0.4998999999999998,0.10054550973178297,0.03488108369876142,P09,10,4,72.0,70.4
0.07333972517624185,0.4878,0.02940883347888953,0.051272312216243954,P09,10,5,72.0,72.0
0.08753202671365821,0.4887999999999999,0.04998082696696968,0.04009214386884293,P09,11,1,80.0,73.6
0.17284705510912707,0.4997999999999996,0.04705261448135944,0.05146124755580651,P09,11,2,80.0,75.2
0.0026549776476487022,0.19989999999999997,0.002665685424949221,0.05272276548133643,P09,11,3,80.0,76.8
0.011522564084112324,0.48870000000000013,0.005025866853972929,0.053422279996271214,P09,11,4,80.0,78.4
