rest_path_length,rest_settling_time,rest_drift_total,rest_final_offset,participant,level,trial_in_level,level_target_deg,held_angle_deg
0.08617712461889726,0.5110000000000001,0.04080145023897678,0.05550081080488828,P05,1,2,0.0,0.0
0.09053101818574494,0.4889999999999999,0.028323570044912847,0.0761021681688505,P05,1,3,0.0,0.0
0.21316125942965145,0.5776000000000003,0.11385389934189703,0.07633780190704997,P05,1,4,0.0,0.0
0.12199101904969037,0.4998,0.04467713756579707,0.08229714454341656,P05,1,5,0.0,0.0
0.16025999543200695,0.6444000000000001,0.13550086432980335,0.07886925890358044,P05,2,1,8.0,1.6
0.03784754069023755,0.49990000000000023,0.005182752172330562,0.09033011679390215,P05,2,2,8.0,3.2
0.10056321572501628,0.4887999999999999,0.06225107581593753,0.08769543887797132,P05,2,2,8.0,3.2
0.18565826097709157,0.6556000000000002,0.10069852318206653,0.06405700586196642,P05,2,4,8.0,6.4
0.13345110129850962,0.6999999999999997,0.06874366556256958,0.0738463946310177,P05,2,5,8.0,8.0
0.1868613469314201,0.7666000000000004,0.08876677915008516,0.0724127060673747,P05,3,1,16.0,9.6
0.1272115514295369,0.4998,0.03939238354511563,0.06212865683402468,P05,3,2,16.0,11.2
0.245702010306603,0.8775999999999993,0.1314777630674886,0.060875693014535805,P05,3,3,16.0,12.8
0.18998355572444317,0.4889000000000001,0.09168233535474987,0.05258298203791793,P05,3,4,16.0,14.4
0.09879552612577469,0.4887999999999999,0.04587286647762293,0.056269441084837515,P05,3,5,16.0,16.0
0.19091630401473275,0.5331999999999999,0.08454576579336694,0.07729540736680285,P05,4,1,24.0,17.6
0.14323872100566315,0.5018000000000002,0.05245629159235213,0.05968802224902415,P05,4,2,24.0,19.2
0.033344077405117606,0.4997999999999996,0.009956511374714306,0.06765279003854904,P05,4,3,24.0,20.8
0.11277250329902752,0.4998,0.041293918687520324,0.07575466982305448,P05,4,4,24.0,22.4
0.319936219646553,1.1222000000000003,0.20609472955838287,0.07424452841792452,P05,4,5,24.0,24.0
0.363616740303191,1.6441,0.2103529364730985,0.06833812991295563,P05,5,1,32.0,25.6
0.266681166295622,2.3553999999999995,0.10401632519270318,0.06007869838803105,P05,5,1,32.0,25.6
0.3639852137755149,2.2657000000000007,0.19292225163110768,0.04060788100849391,P05,5,3,32.0,28.8
0.23771987014702886,0.5106999999999999,0.11612343746550777,0.04151011924820262,P05,5,4,32.0,30.4
0.060388820581478216,0.49970000000000026,0.030771678397205883,0.04364137944657572,P05,5,5,32.0,32.0
0.14652022626823638,0.8333999999999993,0.08097004431890462,0.05715942616926802,P05,6,1,40.0,33.6
0.0856323094072336,1.4776000000000002,0.03324267640967424,0.06609818454390412,P05,6,2,40.0,35.2
0.13770832950153652,1.3445,0.09700617454660519,0.05816063961133857,P05,6,3,40.0,36.8
0.0255876039140253,0.4998999999999998,0.006018381289305199,0.04562477397204289,P05,6,4,40.0,38.4
0.2141372845373327,0.4996999999999998,0.08789684705406736,0.05358180661381251,P05,6,5,40.0,40.0
0.20153044323363326,0.48870000000000013,0.1013309309208907,0.05835631928077716,P05,7,1,48.0,41.6
0.13512901670193048,0.4889000000000001,0.10871922234189958,0.06419540481997138,P05,7,2,48.0,43.2
0.07740037740170039,0.4998,0.019340592641332324,0.06573804073746038,P05,7,3,48.0,44.8
0.08781423389668326,0.4887999999999999,0.04367822426676447,0.062019674297758114,P05,7,4,48.0,46.4
0.1926760635912798,0.4889000000000001,0.09965899055784398,0.05859692824713598,P05,7,5,48.0,48.0
0.006463830639113239,0.1999000000000004,0.003655634918610409,0.053334885394083334,P05,8,1,56.0,49.6
0.039228749509891976,0.4996999999999998,0.02879249159209149,0.06759474831671468,P05,8,2,56.0,51.2
0.041407920041717436,0.5,0.02364902493853848,0.06668170663682807,P05,8,3,56.0,52.8
0.34648741008266654,1.5775999999999994,0.22470440217536547,0.02419194080680592,P05,8,4,56.0,54.4
0.08576453593045515,0.5,0.053355384441535966,0.04727081552078408,P05,8,5,56.0,56.0
1.7737996279979,0.36660000000000004,0.0016828427124745365,0.047312577608919194,P05,8,5,56.0,56.0
0.10651588440770904,0.8444000000000003,0.03684081784034504,0.06778679812470866,P05,9,2,64.0,59.2
1.1073449395873978,0.4886999999999997,0.02332270314711304,0.05754172399224758,P05,9,3,64.0,60.8
0.2613027282717342,3.1886,0.16297579413503782,0.042048186643421394,P05,9,4,64.0,62.4
0.3008935183706298,0.5110999999999999,0.11765312365792363,0.048282191333865535,P05,9,5,64.0,64.0
0.005353334559252039,0.32210000000000005,0.001582842712474603,0.05399648136684464,P05,9,5,64.0,64.0
0.3153411320677093,2.4222,0.2022203227815493,0.04155622697021473,P05,10,2,72.0,67.2
0.3775875524452481,0.7109999999999999,0.15786751638844557,0.05397517948094293,P05,10,3,72.0,68.8
0.010148700190498013,0.1996,0.007064752250153783,0.06091017977317094,P05,10,3,72.0,68.8
1.5007365661108512,0.5554000000000001,0.11790764059155953,0.06621978556292674,P05,10,5,72.0,72.0
0.050340539194251105,0.4220999999999999,0.03911778756628424,0.03443617284194054,P05,10,5,72.0,72.0
1.4501831516211772,2.3554000000000004,0.1583752655118001,0.027817260828485645,P05,11,2,80.0,75.2
0.0031727922061356266,0.19989999999999997,0.001499999999999918,0.03005661324900063,P05,11,3,80.0,76.8
0.0010828427124745642,0.19979999999999976,0.0004999999999999449,0.030594934221207275,P05,11,4,80.0,78.4
