rest_path_length,rest_settling_time,rest_drift_total,rest_final_offset,participant,level,trial_in_level,level_target_deg,held_angle_deg
0.017333372889270508,0.4554,0.011088579335718662,0.02043844416779319,P07,1,1,0.0,0.0
0.017065793265393706,0.4889000000000001,0.00728038241056312,0.014176741515595172,P07,1,2,0.0,0.0
0.007383631041101025,0.48870000000000013,0.00250710678118656,0.007060453243241536,P07,1,2,0.0,0.0
0.04169099934758166,0.48870000000000013,0.009815731773027718,0.021788299612406664,P07,1,4,0.0,0.0
0.01414853699102507,0.4110999999999998,0.0039500621096103085,0.016773789077009413,P07,1,5,0.0,0.0
0.02709846825435683,0.4887999999999999,0.008697559500816836,0.029265679558144558,P07,2,1,8.0,1.6
0.01616488890371691,0.4998999999999998,0.00628939102191237,0.024223129442745437,P07,2,2,8.0,3.2
0.017582377983133463,0.48870000000000013,0.008346209526637812,0.03167601616365291,P07,2,3,8.0,4.800000000000001
0.016610028222187514,0.49990000000000023,0.005120663072597743,0.029264654448668975,P07,2,4,8.0,6.4
0.008523489486160262,0.4998999999999998,0.0028957417329239553,0.028868841334560025,P07,2,5,8.0,8.0
0.01176019645097657,0.48880000000000035,0.003663169110970272,0.031025795719046467,P07,3,1,16.0,9.6
0.0106976817995585,0.5,0.0046368908386145696,0.03131022197302344,P07,3,2,16.0,11.2
0.006667558893683432,0.39990000000000014,0.001624264068711908,0.030623520372419645,P07,3,3,16.0,12.8
0.011551535498801774,0.49970000000000026,0.0056335620930469095,0.03412345234585741,P07,3,4,16.0,14.4
0.02891430031041148,0.5,0.008775815451936416,0.04205757957847792,P07,3,5,16.0,16.0
0.0070304105072792975,0.4998,0.0026892922226992816,0.039299872773330975,P07,4,1,24.0,17.6
0.008523391259870398,0.48889999999999967,0.004125140769936468,0.048823150246578746,P07,4,2,24.0,19.2
0.03913144386105384,0.4886999999999997,0.013092959306040422,0.04437983776446238,P07,4,3,24.0,20.8
0.007664771785396262,0.4442999999999997,0.004808640753373085,0.047371932618376474,P07,4,4,24.0,22.4
0.03728280090444425,0.5,0.012236163687073955,0.052294263547735344,P07,4,5,24.0,24.0
0.05761933720628018,0.4997999999999996,0.01375171017691725,0.019516659550240668,P07,5,1,32.0,25.6
0.03752257020649584,0.48889999999999967,0.011813466060387209,0.03787373760272415,P07,5,2,32.0,27.2
0.11649122832695971,0.5331999999999999,0.06839576302589333,0.040907334305720786,P07,5,3,32.0,28.8
0.031958188484420544,0.48870000000000013,0.007179041470865274,0.046196644899819284,P07,5,4,32.0,30.4
0.16281384688860617,0.4998,0.0630968443462647,0.06349818895055195,P07,5,5,32.0,32.0
0.04929467788068121,0.49970000000000003,0.012393902590188575,0.05522544703304809,P07,5,5,32.0,32.0
0.019351463655753885,0.4998999999999998,0.007016971905052279,0.03742525885014025,P07,6,2,40.0,35.2
0.045835666799395554,0.4889000000000001,0.014972221069568912,0.04850834979671026,P07,6,3,40.0,36.8
0.06738531159652632,0.48860000000000037,0.03740164419677469,0.04307261310856357,P07,6,4,40.0,38.4
0.11843433731925242,0.49990000000000023,0.04799331966016406,0.046106940909151614,P07,6,5,40.0,40.0
0.021789418817212865,0.4910000000000001,0.009919145568375368,0.042655480304411075,P07,7,1,48.0,41.6
0.010879256789665382,0.44419999999999993,0.0035779271744364426,0.04374037036880232,P07,7,2,48.0,43.2
0.029439088857039254,0.4889000000000001,0.027254356025445608,0.04753030612146317,P07,7,3,48.0,44.8
0.050888849473719355,0.4998999999999998,0.01774117656704017,0.05415690168390358,P07,7,4,48.0,46.4
0.08535552261927871,0.49990000000000023,0.03391652963496061,0.05452971666898702,P07,7,5,48.0,48.0
0.002507106781186484,0.19979999999999976,0.0008414213562374487,0.056100000000000004,P07,8,1,56.0,49.6
0.009811550912643083,0.43320000000000025,0.006483248396578303,0.038168704457971846,P07,8,2,56.0,51.2
0.07789376471574178,0.4886999999999997,0.045689906870275514,0.07621213814084998,P07,8,3,56.0,52.8
0.03187590502330873,0.4887999999999999,0.005791483465847598,0.05108042677973629,P07,8,4,56.0,54.4
0.040869988655073276,0.4887999999999999,0.014980679844420591,0.04751841748206688,P07,8,5,56.0,56.0
0.017036251596639716,0.4885999999999997,0.007035330964632766,0.05535991329472979,P07,8,5,56.0,56.0
0.06909825902467917,0.48880000000000035,0.020318762379921695,0.04429740398714129,P07,9,2,64.0,59.2
0.01208896263115695,0.4998999999999998,0.004095741732923871,0.038346316641888846,P07,9,3,64.0,60.8
0.1523615024734293,0.48880000000000035,0.05988811326311875,0.050629043048432194,P07,9,4,64.0,62.4
0.2686522583147744,0.6890999999999998,0.19358323847510292,0.024673264883269885,P07,9,5,64.0,64.0
0.012701730773657204,0.4889000000000001,0.003071477664211835,0.029807381636098158,P07,9,5,64.0,64.0
0.09545630978027042,0.4996999999999998,0.05489729236620987,0.0680969896544627,P07,10,2,72.0,67.2
0.034304748910113245,0.4998999999999998,0.00628830988090664,0.05725120086076798,P07,10,3,72.0,68.8
0.19793674663855862,0.7557999999999998,0.14462027509202233,0.07147209245572708,P07,10,4,72.0,70.4
0.026426691352730028,0.4889000000000001,0.006442902508139764,0.044578470139743455,P07,10,5,72.0,72.0
0.0053221926701789235,0.49990000000000023,0.0028727922061358106,0.028859140666346948,P07,11,1,80.0,73.6
0.009392053011466499,0.4998,0.002914213562373068,0.030527528560301116,P07,11,2,80.0,75.2
0.01867060632841662,0.48870000000000013,0.01447047512583996,0.06055774104109234,P07,11,3,80.0,76.8
0.06516831978067696,0.4886999999999997,0.028246637261925972,0.06762070688775741,P07,11,4,80.0,78.4
