movement_time,num_submovements,peak_speed,time_to_peak_norm,endpoint_dev,path_length,straightness,forearm_compensation_deg,ldlj_smoothness,participant,level,trial_in_level,level_target_deg,held_angle_deg
0.08929999999999993,3,0.012740662724082176,0.2857142857142857,0.09990005005003752,0.0006828427124745912,0.6549291474155546,17.888360999313942,-3.984490404703457,P06,1,1,0.0,0.0
0.2889999999999999,11,1.291406052268883,0.56,0.07983946392605612,0.16938386233418956,0.963962362201846,2.5483576156266863,-8.337882101089402,P06,1,2,0.0,0.0
0.38880000000000003,8,2.557193602958274,0.5,0.046774031256670706,0.44691341008590796,0.9704734096872812,4.527686968917513,-10.125500864826416,P06,1,3,0.0,0.0
0.23340000000000005,9,2.286620659279749,0.75,0.04273464636568317,0.2527580506564297,0.9833202482089697,7.487143107091928,-7.284614886836561,P06,1,4,0.0,0.0
0.24449999999999994,5,1.8155779659319176,0.8571428571428571,0.04887391942539494,0.20851506417841398,0.9279722895586162,7.181647929008545,-7.634254350429368,P06,1,5,0.0,0.0
0.27769999999999984,8,2.9223231178015068,0.5416666666666666,0.03866587642870645,0.3530865201484303,0.971687491429107,5.448855907810072,-8.100492091819888,P06,2,1,8.0,1.6
1.7888999999999997,14,0.012740662724080663,0.90625,0.4989360379848302,0.0020828427124744368,0.0,97.84794948835581,-20.78971717581166,P06,2,2,8.0,3.2
0.3331000000000002,11,3.0599348095795316,0.6206896551724138,0.0491831271880918,0.4247388749216221,0.9789746367027811,7.083170178585442,-9.217306075838678,P06,2,4,8.0,6.4
0.3107,13,2.3990535969135136,0.7037037037037037,0.07896157293266144,0.3216320484204234,0.9541802027141646,9.064182644782417,-8.662880135818149,P06,3,1,16.0,9.6
0.38890000000000025,14,1.9019040092712431,0.5294117647058824,0.0379280898543547,0.3147696466657663,0.9380097789552613,1.3194513902655427,-10.00130190942293,P06,3,2,16.0,11.2
0.32209999999999983,10,2.109666783447216,0.6428571428571429,0.11171360704945481,0.28081708443471487,0.9639301318948932,19.30985955243404,-8.774887698971686,P06,3,3,16.0,12.8
0.1111000000000002,3,1.351411410076782,1.0,0.13507094432186373,0.05605666978712871,0.9607008565766064,24.541712002443983,-0.5002257857683028,P06,3,4,16.0,14.4
0.17779999999999996,4,1.145295946959753,0.8,0.12086029124571893,0.09971229036791238,0.9568120629465222,14.71122205235281,-5.561733432806765,P06,3,5,16.0,16.0
0.3555999999999999,13,4.100920296348906,0.3870967741935484,0.07373506628463831,0.5792199383928449,0.9057787939198676,10.44669941308444,-9.365607812224836,P06,4,4,24.0,22.4
0.35529999999999995,8,1.6569475564828868,0.8387096774193549,0.13915642277667248,0.18612660341053236,0.7690359284175159,24.816800898224322,-9.228370076841243,P06,4,5,24.0,24.0
0.22229999999999994,8,2.8071846556819784,0.47368421052631576,0.09168162302228286,0.24629994736634953,0.9359854401406574,15.379724135020895,-6.5454466299630765,P06,5,1,32.0,25.6
0.4333,15,2.963744891819067,0.47368421052631576,0.09403435542396196,0.5034583661246345,0.9238028422976666,15.6363101057968,-10.536290295611101,P06,5,3,32.0,28.8
0.28889999999999993,12,2.8739444765255304,0.76,0.18361015767108313,0.39369262038158415,0.950596386081086,28.149648593497652,-8.228107078995547,P06,5,4,32.0,30.4
0.12220000000000009,5,1.6381735227170364,1.0,0.22289093745596747,0.08494109397507638,0.9738884781591581,40.57534075212738,-1.5392901476919085,P06,5,5,32.0,32.0
0.9112,24,1.313122941474629,0.1111111111111111,0.1349682555269942,0.3795536252254357,0.45154696844577746,24.349026858161395,-14.766227199468622,P06,6,1,40.0,33.6
0.41120000000000023,13,1.9716561486499427,0.5555555555555556,0.12951220019751036,0.36012676659823706,0.8984065038931529,22.05579551255756,-10.389430218357882,P06,6,2,40.0,35.2
0.16669999999999985,4,0.8573933205472257,0.6428571428571429,0.2676825732093892,0.06508798510841898,0.9756375668678947,46.45859680629954,-5.009138189471124,P06,6,3,40.0,36.8
0.47770000000000024,16,2.767408614992386,0.23809523809523808,0.1737876865603544,0.4712148177767041,0.9498796210419501,27.71031919047701,-10.953922467343212,P06,6,4,40.0,38.4
0.23340000000000005,7,1.6355134780045828,0.9,0.24879543806107052,0.1636841321559457,0.9644507906539633,41.62026529801488,-7.091221267693348,P06,6,5,40.0,40.0
0.30000000000000004,7,1.949154845058615,0.5,0.18256215379974014,0.2440355024982705,0.9402821178203541,28.657659708054993,-8.440436811978662,P06,7,1,48.0,41.6
0.20000000000000018,5,1.363581780871679,0.7647058823529411,0.27420023705314334,0.11976219236036668,0.958344421713639,45.93714126010033,-6.217012156510491,P06,7,2,48.0,43.2
0.14470000000000005,3,1.0915781668051154,0.75,0.28535681172875477,0.06401848708071761,0.9758517706761285,50.40466169593792,-4.294099584872926,P06,7,5,48.0,48.0
0.28889999999999993,9,2.7541040080484867,0.44,0.19253612648020113,0.348189439373876,0.8708114147486304,29.9831556791439,-8.160383318597736,P06,8,1,56.0,49.6
0.8111999999999999,15,2.1499998210540463,0.125,0.28429431932418203,0.3672238042830118,0.8361266226161244,42.90150878441848,-13.466918278983613,P06,8,2,56.0,51.2
0.5110999999999999,18,2.9476002285652303,0.4,0.29083235720944123,0.5414928177078597,0.9473713210577368,44.58903170040929,-11.490585336588346,P06,8,3,56.0,52.8
0.34420000000000006,9,2.9969360535194784,0.36666666666666664,0.2018826144074819,0.3844366635738867,0.918662588878518,33.84733363035836,-9.055265352148178,P06,9,1,64.0,57.6
0.9443000000000001,21,1.1001878126667841,0.10714285714285714,0.26301826932743666,0.2663476661183104,0.6550921404783228,41.13256833993038,-14.728214425907256,P06,9,2,64.0,59.2
0.22219999999999995,5,0.6564223867368186,0.5789473684210527,0.2746317534444988,0.07090736670697173,0.9596984190671309,56.15312135093632,-6.564876219934403,P06,9,4,64.0,62.4
0.34450000000000003,11,3.9769584291399265,0.36666666666666664,0.13145417452481306,0.5617267051739947,0.8793213335709948,21.856497016712208,-9.159697061325646,P06,9,5,64.0,64.0
1.2223,15,2.7089383727648437,0.10091743119266056,0.3012893293829039,0.603132309503555,0.8480324444861593,54.705372605133206,-15.750371272423713,P06,10,5,72.0,72.0
0.15549999999999997,1,0.376908409271525,0.38461538461538464,0.3610932566526271,0.031413888835250744,0.927981281524283,57.50545961485713,-4.784201280331473,P06,11,1,80.0,73.6
0.9889000000000001,25,0.6752739428996024,0.20454545454545456,0.4406511885834418,0.18644121096880154,0.7850912224342195,72.11647269200444,-15.156169186758138,P06,11,2,80.0,75.2
1.0667,16,2.920781298869947,0.14736842105263157,0.24606237014220597,0.6984878050115348,0.7254945696758577,43.036382020279696,-15.150768907391326,P06,11,3,80.0,76.8
1.0446000000000002,23,2.8408249686876332,0.12903225806451613,0.2944958743344293,0.7419154411939564,0.8437318009595249,56.13965123906554,-15.219421940241718,P06,11,4,80.0,78.4
0.5667,17,3.7100121362362377,0.44,0.4528565004501978,0.7674269290955941,0.9028942781143307,77.52374177255709,-12.03428562094636,P06,11,5,80.0,80.0
